[LIVE_PACKET_TIMING] tag=live_backend frames=960 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=0.0 median_ms=color_ms=2.38,inference_ms=10.00,postprocess_ms=0.41,stack_ms=1.44,sync_wait_ms=4.31,total_packet_ms=14.71 p95_ms=color_ms=3.61,inference_ms=13.10,postprocess_ms=1.05,stack_ms=3.04,sync_wait_ms=7.48,total_packet_ms=18.47 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=990 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=1.996 median_ms=color_ms=2.38,inference_ms=9.91,postprocess_ms=0.41,stack_ms=1.44,sync_wait_ms=4.29,total_packet_ms=14.61 p95_ms=color_ms=3.48,inference_ms=12.98,postprocess_ms=0.89,stack_ms=2.81,sync_wait_ms=7.48,total_packet_ms=18.43 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1020 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=20.968 median_ms=color_ms=2.35,inference_ms=9.96,postprocess_ms=0.41,stack_ms=1.42,sync_wait_ms=4.29,total_packet_ms=14.61 p95_ms=color_ms=3.48,inference_ms=13.63,postprocess_ms=0.89,stack_ms=2.73,sync_wait_ms=7.49,total_packet_ms=18.60 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1050 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=0.997 median_ms=color_ms=2.34,inference_ms=9.88,postprocess_ms=0.41,stack_ms=1.43,sync_wait_ms=4.29,total_packet_ms=14.48 p95_ms=color_ms=3.60,inference_ms=12.89,postprocess_ms=0.76,stack_ms=2.62,sync_wait_ms=7.48,total_packet_ms=18.57 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1080 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=2.992 median_ms=color_ms=2.35,inference_ms=9.92,postprocess_ms=0.41,stack_ms=1.43,sync_wait_ms=4.24,total_packet_ms=14.59 p95_ms=color_ms=3.74,inference_ms=12.89,postprocess_ms=0.63,stack_ms=2.62,sync_wait_ms=7.34,total_packet_ms=18.19 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1110 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=2.296 median_ms=color_ms=2.32,inference_ms=9.96,postprocess_ms=0.40,stack_ms=1.42,sync_wait_ms=4.16,total_packet_ms=14.52 p95_ms=color_ms=3.60,inference_ms=12.81,postprocess_ms=0.62,stack_ms=2.57,sync_wait_ms=7.26,total_packet_ms=17.98 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1140 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=1.104 median_ms=color_ms=2.29,inference_ms=10.02,postprocess_ms=0.40,stack_ms=1.42,sync_wait_ms=4.10,total_packet_ms=14.54 p95_ms=color_ms=3.59,inference_ms=12.81,postprocess_ms=0.65,stack_ms=2.49,sync_wait_ms=7.26,total_packet_ms=17.88 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1170 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=2.558 median_ms=color_ms=2.28,inference_ms=9.94,postprocess_ms=0.40,stack_ms=1.42,sync_wait_ms=4.14,total_packet_ms=14.50 p95_ms=color_ms=3.68,inference_ms=12.70,postprocess_ms=0.66,stack_ms=2.61,sync_wait_ms=7.26,total_packet_ms=17.74 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1200 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=5.697 median_ms=color_ms=2.26,inference_ms=10.17,postprocess_ms=0.40,stack_ms=1.42,sync_wait_ms=4.09,total_packet_ms=14.59 p95_ms=color_ms=3.81,inference_ms=12.91,postprocess_ms=0.66,stack_ms=2.62,sync_wait_ms=7.26,total_packet_ms=18.07 drops=0
[LIVE_PACKET_TIMING] tag=live_backend frames=1230 window=200 role=LEFT,CENTER_L,CENTER_R,RIGHT resolution=1920x1080 color_backend=native_cuda_npp inference_backend=tensorrt batch=4 yolo_imgsz=640 fast_path_enabled=True packet_roles_count=4 zero_copy_to_inference=True gpu_roundtrip=False fallback_used=false color_output_location=cuda inference_input_location=cuda ts_spread_ms=22.613 median_ms=color_ms=2.25,inference_ms=10.20,postprocess_ms=0.39,stack_ms=1.43,sync_wait_ms=4.15,total_packet_ms=14.59 p95_ms=color_ms=4.14,inference_ms=12.91,postprocess_ms=0.66,stack_ms=2.62,sync_wait_ms=7.24,total_packet_ms=17.98 drops=0
